235232,219510,250055,245271
235280,219512,250642,245272
235500,219650,250692,245400
235533,219777,250766,245500
235714,220250,251130,245636
235800,220344,251285,245666
236125,220714,251326,245833
236125,221061,251375,246190
236200,221428,251424,246250
236260,221515,251744,246282
236523,221675,252000,246500
236857,221717,252050,246500
236857,221821,252350,246615
237000,221838,252400,246625
237000,222000,252416,246666
237147,222030,252428,246764
237200,222095,252518,246888
237324,222333,252716,246888
237404,222333,252880,247051
237465,222431,252900,247285
237600,222466,253363,247293
237851,222500,253607,247321
237966,222666,253896,247423
238272,222777,253900,247466
238500,222911,254250,247500
238562,223311,254800,247769
238659,223333,255000,247851
238683,223500,255192,247956
238795,223511,255307,248260
239437,223571,255538,248318
239555,223758,255705,248513
239666,223761,255777,248580
239857,223823,255909,249133
239878,223840,256074,249150
240000,223850,256142,249250
240000,224115,256333,249695
240333,224333,256666,250153
240410,224666,256725,250300
240600,224833,256763,250320
240666,224926,256973,250363
240666,225000,257000,250538
240818,225000,257000,250607
240977,225000,257428,250692
241000,225103,257473,250714
241000,225125,257500,250769
241166,225373,257500,251000
241181,225444,257598,251184
241200,225527,257600,251250
241529,225863,257647,251384
241571,225875,257928,251400
241620,226000,258111,251500
241727,226291,258166,251500
241886,226357,258266,251606
241901,226571,258400,251769
242142,226708,258583,252066
242187,226785,259388,252421
242210,226818,259500,252451
242259,227000,259608,252500
242384,227000,259787,252567
242407,227025,259800,252600
242425,227413,259800,253181
242444,227481,260333,253250
242466,227583,260375,253555
242600,227600,260571,253575
242666,227777,261323,253700
242750,228038,261461,253727
243000,228666,261583,254329
243363,228714,261800,254380
243500,229000,261833,254380
243600,229200,261833,254400
244000,229761,261924,254769
244100,229777,262000,255163
244468,229800,262333,255176
244545,230000,262405,255781
244659,230461,262616,255914
244772,230468,262777,256034
244852,230583,263000,256800
244954,230600,263666,257000
245000,230630,263666,257140
245200,230700,263812,257222
245388,230777,263875,257250
245428,230852,264125,257269
245600,231195,264400,257289
245681,231222,264666,257333
246000,231285,264842,257400
246200,231312,265000,257500
246285,232000,265130,257800
246571,232142,265133,257820
246666,232333,265228,258117
246750,232500,265235,258166
246890,232920,265477,258222
246969,233157,265666,258857
247193,233292,265719,259090
247378,233625,265809,259096
247441,233800,265825,259400
247524,233875,266244,259870
247666,234000,266407,260250
247666,234142,266538,260545
247800,234147,266636,260615
247835,234285,266823,260628
247960,234882,266885,260666
248307,234909,266923,260750
248333,234923,267000,260800
248352,235000,267000,260883
248366,235054,267253,260888
248724,235136,267555,260938
248731,235279,267800,261095
248818,235294,268166,261125
248989,235555,268360,261666
249050,235666,268869,261727
249166,235935,269050,261902
249166,236052,269200,262081
249315,236421,269230,262357
249333,236500,269727,262480
249363,236625,270142,262600
249526,236666,270166,262666
249571,236666,270318,262714
249800,236666,270444,262818
249833,236833,270500,262846
250000,236857,270639,263375
250000,237000,270720,263428
250058,237100,270810,264000
250137,237125,271000,264800
250153,237125,271233,264846
250200,237166,271289,264909
250315,237318,271308,265000
250384,237333,271631,265000
250468,237600,272050,265047
250500,237685,272090,265276
250615,237846,272113,265406
250700,237914,272285,265612
250714,237916,272340,265866
250783,238000,272470,265879
251000,238090,272600,266142
251000,238373,272666,266250
251125,238444,272673,266277
251156,238777,272791,266333
251379,238923,272857,266712
251444,238969,273100,267000
251548,239470,273166,267000
251568,239500,273230,267250
251583,239500,273318,267300
251636,239636,273590,267500
251812,239714,273640,267708
251818,239785,273666,267769
251851,240100,273850,267800
252000,240285,274250,267888
252000,240400,274338,268275
252043,240823,275333,268428
252062,240875,275475,268470
252571,240875,276153,268600
252727,240958,276200,268709
252810,241000,276222,268727
253000,241130,276333,269333
253200,241314,277058,269333
253333,241550,277111,269365
253473,241864,277583,269470
253500,241880,277888,269500
253687,242000,277888,269500
253733,242142,278296,269600
253773,242333,278300,269666
254000,242500,278833,270157
254200,242600,278944,270500
254388,242836,279045,270500
254421,243066,279133,271125
254466,243200,279166,271294
254594,243535,279250,271444
254750,244081,279392,271444
254888,244347,279440,271454
255071,244486,279625,271928
255166,244840,279733,272307
255197,245062,279952,272571
255625,245062,279968,272666
255965,245250,280000,273000
256142,245291,280200,273000
256250,245333,280428,273210
256321,245500,280658,273222
256348,245627,280800,273222
256400,245666,280800,273857
256483,245800,281692,273933
256568,246000,281722,273944
257000,246000,282208,273953
257111,246040,282681,274714
257166,246092,282850,275000
257166,246238,283111,275181
257428,246461,283375,275400
257428,246727,283449,275695
257500,246800,283625,276125
257636,246823,283636,276250
257666,247050,283952,276355
257764,247194,284000,276428
257928,247200,284318,276444
258000,247217,284545,276454
258038,247350,284548,276562
258461,247400,284631,276634
258590,247531,285111,276666
258764,247555,285142,277000
259102,247666,285625,277100
259324,247833,285666,277181
259333,247833,285688,277193
259735,247875,285818,277777
259800,248044,285909,277833
259875,248111,286142,278030
260000,248250,286142,278112
260400,248500,286166,278555
260565,248587,286368,278633
261217,248692,286375,278705
261265,248750,286714,278871
261421,249280,286750,278916
261500,249315,287000,280000
261681,249358,287000,280032
261857,249380,287611,280166
262500,249875,287777,280333
262550,250000,287894,280484
262666,250166,287900,280500
262857,250250,287945,280545
263181,250500,288076,280562
263642,251031,288312,280714
263666,251200,288750,281250
263928,251300,288800,281307
264074,251461,289272,281466
264090,251500,289500,281500
264346,251540,289857,281714
264652,251666,290550,281714
264875,251882,290625,282541
264923,252000,290769,282551
265151,252090,290888,282666
265545,252352,291357,282875
265586,252400,291600,283040
266000,252409,291625,283307
266076,252666,291666,283571
266133,252947,291800,283750
266173,253272,291909,284240
266181,253375,292000,284285
266186,253421,292166,284333
266400,254000,292600,284625
266441,254000,292622,285150
266444,254038,292625,285400
266800,254250,293125,285454
266894,254333,293375,285764
266913,254457,293677,285833
266916,254500,293804,285888
267111,254517,293944,286000
267615,254888,294166,286111
267714,254900,294500,286350
267900,255200,294500,287000
268000,255275,294583,287200
268250,255375,295416,287200
268466,255413,295571,287680
268600,255473,295608,287787
268636,255600,295909,287809
268666,255857,296000,288117
268714,256054,296114,288351
268714,256250,296250,288379
269222,256714,296437,288540
269343,256764,296727,288833
269368,256800,297923,289125
269402,256809,298000,289243
269500,257421,298600,289281
269600,257500,299000,289458
270000,257625,299500,289500
270311,257651,299814,289576
270416,257733,299833,289687
270642,257777,299868,289775
270727,258000,300052,289908
270870,258021,300142,290125
271000,258125,300323,290142
271000,258333,300421,290500
271000,258454,300500,290571
271000,259666,300700,290636
271051,259885,300769,290666
271081,260259,300818,290916
271214,260846,301062,291000
271222,261059,301185,291555
271384,261222,301400,291578
271466,261528,301409,291700
272362,261550,301418,292181
272571,261625,301842,292375
272571,261666,302000,292804
272750,261833,302307,293095
273000,262000,302512,293157
273108,262024,302583,293222
273125,262250,302629,293428
273800,262400,302791,293575
273900,262476,303666,293629
274000,262636,304000,293666
274113,263100,304000,294038
274200,263468,304058,294923
274500,263583,304111,295000
