164500,202571,116666,157000,183508
164675,202789,116842,157164,184117
164782,202800,117000,157166,184250
165100,202857,117040,157200,184250
165500,203125,117200,157400,184296
165655,203318,117285,157434,184333
165955,203703,117375,157686,184420
165975,203714,117428,157700,184428
165994,203727,117583,157776,184625
166000,203823,117583,157780,184714
166433,203833,117653,157833,184736
166440,203851,117750,157972,184785
166450,204000,117807,158000,184863
166500,204080,118000,158015,184907
166700,204100,118125,158090,185000
166800,204127,118186,158094,185117
166900,204214,118250,158161,185142
167200,204285,118285,158162,185214
167349,204285,118384,158185,185333
167418,204600,118400,158222,185375
167763,204738,118428,158376,185400
167846,204769,118500,158437,185400
167923,204928,118555,158444,185497
168222,204937,118600,158461,185600
168372,205000,119000,158621,185615
168651,205236,119222,158666,185625
169000,205238,119323,158750,185666
169100,205333,119466,158760,185794
169875,205375,119555,158900,185800
169965,205394,119571,158942,185800
170166,205410,119583,159357,185904
170333,205500,119625,159428,185917
170571,205702,119714,159454,185944
170800,205713,119740,159470,186000
171100,205750,119888,159666,186066
171454,205833,119900,159739,186097
171571,205937,120000,159800,186157
171692,206000,120083,159861,186166
171733,206428,120127,159960,186200
172000,206437,120181,160149,186215
172166,206442,120245,160200,186223
172222,206538,120294,160200,186226
173324,206555,120300,160333,186291
173400,206571,120500,160370,186300
173466,206600,120500,160600,186419
173805,206857,120500,160777,186461
173857,207062,120531,160818,186483
174285,207434,120774,160941,186600
174666,207555,121000,160962,186600
174923,207687,121125,161000,186611
175333,207714,121333,161014,186687
175516,207777,121375,161020,186750
176571,207777,121625,161047,186916
176777,207863,121727,161133,187090
177136,208000,121833,161402,187333
178277,208454,121933,161581,187363
178523,208600,122181,161589,187428
178800,208600,122269,161733,187785
179305,208615,122333,161777,187875
180461,208800,122636,161857,187916
180500,208818,122647,161888,187944
180800,208900,122777,161952,188000
180896,209000,122884,162000,188039
181000,209090,122909,162076,188109
181117,209181,123000,162200,188111
181687,209258,123157,162222,188230
181736,209285,123166,162312,188333
182500,209428,123250,162400,188333
182687,209666,123285,162495,188357
183542,209833,123458,162571,188400
183777,210772,123466,162631,188400
184000,210800,123571,162723,188583
184500,210833,123684,162875,188595
185200,210875,124038,162909,188688
186060,211028,124222,162960,188777
187187,211058,124291,163000,188800
187571,211150,124416,163013,188833
187615,211304,124500,163125,189052
187961,211333,124600,163375,189166
189583,211466,124600,163380,189250
190600,211800,124750,163391,189285
192083,211833,124800,163437,189300
192538,212000,125571,163529,189333
193000,212142,125666,163576,189538
193000,212142,125666,163600,189614
193173,212375,125800,163630,189650
193880,212384,126000,163635,189666
195857,212666,126125,163692,189714
196909,212777,126250,163903,190063
197000,212884,126307,163933,190111
197200,212913,126538,163959,190214
199000,212972,126857,163961,190222
199800,213000,127000,164000,190308
199901,213000,127000,164000,190444
204000,213000,127000,164303,190470
206666,213142,127000,164315,190666
207500,213190,127000,164333,190846
208857,213488,127235,164333,190880
217000,213545,127315,164388,191028
219142,213666,127500,164428,191138
225428,213888,127600,164436,191166
231363,214222,127600,164451,191235
240500,214312,127666,164500,191444
245200,214344,127666,164583,191500
253714,214571,127777,164631,191545
256000,214736,127967,164636,191588
260142,214750,128181,164677,191684
268200,214857,128200,164750,191722
273400,214929,128241,164800,191900
300200,215125,128250,164805,191974
306000,215166,128368,164833,192000
FALSE,215192,128454,164857,192000
FALSE,215238,128500,165000,192173
FALSE,215769,129000,165241,192200
FALSE,215923,129200,165316,192214
FALSE,216114,129250,165375,192375
FALSE,216125,129333,165428,192487
FALSE,216200,129400,165500,192500
FALSE,216600,129600,165659,192588
FALSE,217000,129600,165677,192704
FALSE,217181,130062,165693,192774
FALSE,217769,130166,165714,192833
FALSE,217826,130388,165857,192913
FALSE,217833,130400,166060,193142
FALSE,217875,130421,166125,193227
FALSE,218125,130464,166197,193346
FALSE,218222,130604,166298,193406
FALSE,218404,130758,166312,193415
FALSE,218846,131000,166461,193486
FALSE,219032,131142,166500,193611
FALSE,219454,131166,166526,193724
FALSE,219700,131200,166596,193724
FALSE,219818,131350,166793,193754
FALSE,220000,131375,166885,193765
FALSE,220181,131500,167034,193857
FALSE,220565,131555,167093,193861
FALSE,221384,131647,167111,193897
FALSE,221428,131666,167123,194000
FALSE,221538,131695,167166,194000
FALSE,221763,131800,167340,194000
FALSE,221923,131862,167368,194076
FALSE,222217,132600,167378,194173
FALSE,222400,132833,167472,194222
FALSE,222500,133000,167500,194225
FALSE,222666,133263,167541,194272
FALSE,222926,133416,167571,194310
FALSE,223272,133461,167575,194500
FALSE,223454,133750,167594,194539
FALSE,223500,134000,167642,194583
FALSE,223611,134055,167875,194600
